BisectionBlockeUp 6.915875e-01 1.276780e-03 80
Energy 7.220745e-02 1.932075e-04 80
FreeNodal 9.120449e-01 2.524498e-04 80
Kinetic 2.970166e-02 8.146512e-05 80
PathDump 6.500867e-06 1.916380e-07 80
RefSliceeUp 2.302540e-01 1.499078e-03 80
Shift 4.134477e-03 1.199742e-05 80
TimeAnalysis 1.565794e-06 4.155417e-09 80
