BisectionBlockeUp 9.864684e-01 1.159911e-06 80
Energy 8.782690e-03 4.001597e-07 80
FreeNodal 9.749630e-01 2.223903e-06 80
Kinetic 7.664374e-03 5.978535e-07 80
PathDump 5.536258e-06 1.915712e-07 80
RefSliceReseteUp 8.892242e-06 1.300598e-08 80
RefSliceShifteUp 9.367094e-06 2.046395e-08 80
Shift 4.575531e-03 5.331528e-07 80
TimeAnalysis 1.851125e-07 1.367400e-10 80
