BisectionBlockeUp 8.925193e-01 1.098396e-05 80
Energy 5.475595e-02 5.213050e-06 80
FreeNodal 9.441136e-01 8.372350e-06 80
Kinetic 5.874289e-04 1.483830e-07 80
PathDump 1.125655e-06 1.708695e-08 80
RefSliceeUp 5.254943e-02 6.423258e-06 80
Shift 2.770420e-05 5.567577e-09 80
TimeAnalysis 1.675098e-07 9.356629e-11 80
