BisectionBlockeUp 9.601531e-01 6.451266e-05 80
Energy 1.165931e-02 2.461265e-06 80
FreeNodal 9.740882e-01 2.910999e-05 80
Kinetic 8.691159e-03 2.898150e-06 80
PathDump 2.487584e-06 4.664230e-08 80
RefSliceShifteUp 2.586111e-02 6.119596e-05 80
Shift 5.948618e-04 1.431294e-07 80
TimeAnalysis 1.625367e-06 1.075247e-09 80
