EnergyHistogram 0.000000e+00 0.000000e+00 80
FREE 0.000000e+00 0.000000e+00 80
HistEnd 1.000000e+00 0.000000e+00 80
HistStart 0.000000e+00 0.000000e+00 80
Kinetic 1.328059e+02 1.137112e+00 80
NumPoints 2.000000e+00 0.000000e+00 80
Total 1.328059e+02 1.137112e+00 80
VExt 0.000000e+00 0.000000e+00 80
VLong 0.000000e+00 0.000000e+00 80
VShort 0.000000e+00 0.000000e+00 80
VTailLongRange 1.158893e-310 0.000000e+00 80
VTailShortRange 2.038257e+180 0.000000e+00 80
